binomial,family,family_correct,binomial_correct
Megophrys nasuta,Megophryidae,Megophryidae,Pelobatrachus nasutus
Megophrys monticola,Megophryidae,Megophryidae,Xenophrys monticola
Megophrys montana,Megophryidae,Megophryidae,Megophrys montana
Megophrys major,Megophryidae,Megophryidae,Xenophrys major
Megophrys brachykolos,Megophryidae,Megophryidae,Panophrys brachykolos
Megaelosia boticariana,Hylodidae,Hylodidae,Megaelosia boticariana
Megaelosia apuana,Hylodidae,Hylodidae,Megaelosia apuana
Mantophryne lateralis,Microhylidae,Microhylidae,Mantophryne lateralis
Mantidactylus ulcerosus,Mantellidae,Mantellidae,Mantidactylus ulcerosus
Mantidactylus mocquardi,Mantellidae,Mantellidae,Mantidactylus mocquardi
Mantidactylus melanopleura,Mantellidae,Mantellidae,Mantidactylus melanopleura
Mantidactylus majori,Mantellidae,Mantellidae,Mantidactylus majori
Mantidactylus madecassus,Mantellidae,Mantellidae,Mantidactylus madecassus
Mantidactylus lugubris,Mantellidae,Mantellidae,Mantidactylus lugubris
Mantidactylus grandidieri,Mantellidae,Mantellidae,Mantidactylus grandidieri
Mantidactylus femoralis,Mantellidae,Mantellidae,Mantidactylus femoralis
Mantidactylus charlotteae,Mantellidae,Mantellidae,Mantidactylus charlotteae
Mantidactylus brevipalmatus,Mantellidae,Mantellidae,Mantidactylus brevipalmatus
Mantidactylus biporus,Mantellidae,Mantellidae,Mantidactylus biporus
Mantidactylus betsileanus,Mantellidae,Mantellidae,Mantidactylus betsileanus
Mantidactylus argenteus,Mantellidae,Mantellidae,Mantidactylus argenteus
Mantidactylus alutus,Mantellidae,Mantellidae,Mantidactylus alutus
Mantidactylus albofrenatus,Mantellidae,Mantellidae,Mantidactylus albofrenatus
Mantidactylus aerumnalis,Mantellidae,Mantellidae,Mantidactylus aerumnalis
Mantella nigricans,Mantellidae,Mantellidae,Mantella nigricans
Mantella milotympanum,Mantellidae,Mantellidae,Mantella milotympanum
Mantella madagascariensis,Mantellidae,Mantellidae,Mantella madagascariensis
Mantella laevigata,Mantellidae,Mantellidae,Mantella laevigata
Mantella haraldmeieri,Mantellidae,Mantellidae,Mantella haraldmeieri
Mantella betsileo,Mantellidae,Mantellidae,Mantella betsileo
Mantella bernhardi,Mantellidae,Mantellidae,Mantella bernhardi
Mantella baroni,Mantellidae,Mantellidae,Mantella baroni
Mannophryne trinitatis,Aromobatidae,Aromobatidae,Mannophryne trinitatis
Mannophryne olmonae,Aromobatidae,Aromobatidae,Mannophryne olmonae
Macrogenioglottus alipioi,Cycloramphidae,Odontophrynidae,Macrogenioglottus alipioi
Lyciasalamandra luschani,Salamandridae,Salamandridae,Lyciasalamandra luschani
Lyciasalamandra antalyana,Salamandridae,Salamandridae,Lyciasalamandra antalyana
Litoria wollastoni,Hylidae,Pelodryadidae,Litoria wollastoni
Litoria wilcoxii,Hylidae,Pelodryadidae,Litoria wilcoxii
Litoria vocivincens,Hylidae,Pelodryadidae,Litoria vocivincens
Litoria verreauxii,Hylidae,Pelodryadidae,Litoria verreauxii
Litoria thesaurensis,Hylidae,Pelodryadidae,Litoria thesaurensis
Litoria shengeli,Hylidae,Pelodryadidae,Litoria shengeli
Litoria sauroni,Hylidae,Pelodryadidae,Litoria sauroni
Litoria rubella,Hylidae,Pelodryadidae,Litoria rubella
Litoria rothii,Hylidae,Pelodryadidae,Litoria rothii
Litoria rheocola,Hylidae,Pelodryadidae,Litoria rheocola
Litoria raniformis,Hylidae,Pelodryadidae,Litoria raniformis
Litoria prora,Hylidae,Pelodryadidae,Litoria prora
Litoria pronimia,Hylidae,Pelodryadidae,Litoria pronimia
Litoria platycephala,Hylidae,Pelodryadidae,Ranoidea platycephala
Litoria phyllochroa,Hylidae,Pelodryadidae,Litoria phyllochroa
Litoria peronii,Hylidae,Pelodryadidae,Litoria peronii
Litoria pallidofemora,Hylidae,Pelodryadidae,Litoria pallidofemora
Litoria nyakalensis,Hylidae,Pelodryadidae,Litoria nyakalensis
Litoria novaehollandiae,Hylidae,Pelodryadidae,Ranoidea novaehollandiae
Litoria nigropunctata,Hylidae,Pelodryadidae,Litoria nigropunctata
Litoria nigrofrenata,Hylidae,Pelodryadidae,Litoria nigrofrenata
Litoria nasuta,Hylidae,Pelodryadidae,Litoria nasuta
Litoria narinosa,Hylidae,Pelodryadidae,Nyctimystes narinosus
Litoria nannotis,Hylidae,Pelodryadidae,Litoria nannotis
Litoria modica,Hylidae,Pelodryadidae,Litoria modica
Litoria micromembrana,Hylidae,Pelodryadidae,Litoria micromembrana
Litoria luteola,Hylidae,Pelodryadidae,Eleutherodactylus luteolus
Litoria lutea,Hylidae,Pelodryadidae,Litoria lutea
Litoria longicrus,Hylidae,Pelodryadidae,Litoria longicrus
Litoria leucova,Hylidae,Pelodryadidae,Litoria leucova
Litoria lesueurii,Hylidae,Pelodryadidae,Litoria lesueurii
Litoria latopalmata,Hylidae,Pelodryadidae,Litoria latopalmata
Litoria kubori,Hylidae,Pelodryadidae,Nyctimystes kubori
Litoria jervisiensis,Hylidae,Pelodryadidae,Litoria jervisiensis
Litoria iris,Hylidae,Pelodryadidae,Litoria iris
Litoria infrafrenata,Hylidae,Pelodryadidae,Litoria infrafrenata
Litoria inermis,Hylidae,Pelodryadidae,Litoria inermis
Litoria impura,Hylidae,Pelodryadidae,Litoria impura
Litoria humeralis,Hylidae,Pelodryadidae,Nyctimystes humeralis
Litoria gularis,Hylidae,Pelodryadidae,Nyctimystes gularis
Litoria graminea,Hylidae,Pelodryadidae,Litoria graminea
Litoria gracilentas,Hylidae,Pelodryadidae,Ranoidea gracilenta
Litoria gracilenta,Hylidae,Pelodryadidae,Litoria gracilenta
Litoria genimaculata,Hylidae,Pelodryadidae,Litoria genimaculata
Litoria freycineti,Hylidae,Pelodryadidae,Litoria freycineti
Litoria foricula,Hylidae,Pelodryadidae,Nyctimystes foricula
Litoria fallax,Hylidae,Pelodryadidae,Litoria fallax
Litoria exophthalmia,Hylidae,Pelodryadidae,Litoria exophthalmia
Litoria ewingii,Hylidae,Pelodryadidae,Litoria ewingii
Litoria eucnemis,Hylidae,Pelodryadidae,Litoria eucnemis
Litoria dentata,Hylidae,Pelodryadidae,Litoria dentata
Litoria darlingtoni,Hylidae,Pelodryadidae,Litoria darlingtoni
Litoria dahlii,Hylidae,Pelodryadidae,Litoria dahlii
Litoria cyclorhyncha,Hylidae,Pelodryadidae,Litoria cyclorhyncha
Litoria cultripes,Hylidae,Pelodryadidae,Ranoidea cultripes
Litoria congenita,Hylidae,Pelodryadidae,Litoria congenita
Litoria citropa,Hylidae,Pelodryadidae,Litoria citropa
Litoria chloris,Hylidae,Pelodryadidae,Litoria chloris
Litoria cheesmani,Hylidae,Pelodryadidae,Nyctimystes cheesmani
Litoria capitula,Hylidae,Pelodryadidae,Litoria capitula
Litoria caerulea,Hylidae,Pelodryadidae,Litoria caerulea
Litoria brevipes,Hylidae,Pelodryadidae,Ranoidea brevipes
Litoria bicolor,Hylidae,Pelodryadidae,Litoria bicolor
Litoria becki,Hylidae,Pelodryadidae,Litoria becki
Litoria australis,Hylidae,Pelodryadidae,Ranoidea australis
Litoria aurea,Hylidae,Pelodryadidae,Litoria aurea
Litoria auae,Hylidae,Pelodryadidae,Litoria auae
Litoria arfakiana,Hylidae,Pelodryadidae,Litoria arfakiana
Litoria angiana,Hylidae,Pelodryadidae,Litoria angiana
Litoria amboinensis,Hylidae,Pelodryadidae,Litoria amboinensis
Litoria affinis,Hylidae,Pelodryadidae,Litoria tornieri
Litoria adelaidensis,Hylidae,Pelodryadidae,Litoria adelaidensis
Lithobates yavapaiensis,Ranidae,Ranidae,Lithobates yavapaiensis
Lithobates warszewitschii,Ranidae,Ranidae,Lithobates warszewitschii
Lithobates virgatipes,Ranidae,Ranidae,Lithobates virgatipes
Lithobates vibicarius,Ranidae,Ranidae,Lithobates vibicarius
Lithobates vaillanti,Ranidae,Ranidae,Lithobates vaillanti
Lithobates taylori,Ranidae,Ranidae,Lithobates taylori
Lithobates sylvaticus,Ranidae,Ranidae,Lithobates sylvaticus
Lithobates sphenocephalus,Ranidae,Ranidae,Lithobates sphenocephalus
Lithobates septentrionalis,Ranidae,Ranidae,Lithobates septentrionalis
Lithobates pustulosus,Ranidae,Ranidae,Lithobates pustulosus
Lithobates pipiens,Ranidae,Ranidae,Lithobates pipiens
Lithobates palustris,Ranidae,Ranidae,Lithobates palustris
Lithobates palmipes,Ranidae,Ranidae,Lithobates palmipes
Lithobates okaloosae,Ranidae,Ranidae,Lithobates okaloosae
Lithobates montezumae,Ranidae,Ranidae,Lithobates montezumae
Lithobates magnaocularis,Ranidae,Ranidae,Lithobates magnaocularis
Lithobates maculatus,Ranidae,Ranidae,Lithobates maculatus
Lithobates heckscheri,Ranidae,Ranidae,Lithobates heckscheri
Lithobates grylio,Ranidae,Ranidae,Lithobates grylio
Lithobates forreri,Ranidae,Ranidae,Lithobates forreri
Lithobates clamitans,Ranidae,Ranidae,Lithobates clamitans
Lithobates chiricahuensis,Ranidae,Ranidae,Lithobates chiricahuensis
Lithobates catesbeianus,Ranidae,Ranidae,Lithobates catesbeianus
Lithobates capito,Ranidae,Ranidae,Lithobates capito
Lithobates brownorum,Ranidae,Ranidae,Lithobates brownorum
Lithobates blairi,Ranidae,Ranidae,Lithobates blairi
Lithobates berlandieri,Ranidae,Ranidae,Lithobates berlandieri
Lithobates areolatus,Ranidae,Ranidae,Lithobates areolatus
Lissotriton vulgaris,Salamandridae,Salamandridae,Lissotriton vulgaris
Lissotriton montandoni,Salamandridae,Salamandridae,Lissotriton montandoni
Lissotriton italicus,Salamandridae,Salamandridae,Lissotriton italicus
Lissotriton helveticus,Salamandridae,Salamandridae,Lissotriton helveticus
Lissotriton boscai,Salamandridae,Salamandridae,Lissotriton boscai
Liophryne schlaginhaufeni,Microhylidae,Microhylidae,Liophryne schlaginhaufeni
Liophryne rhododactyla,Microhylidae,Microhylidae,Liophryne rhododactyla
Limnonectes woodworthi,Dicroglossidae,Dicroglossidae,Limnonectes woodworthi
Limnonectes visayanus,Dicroglossidae,Dicroglossidae,Limnonectes visayanus
Limnonectes timorensis,Dicroglossidae,Dicroglossidae,Limnonectes timorensis
Limnonectes taylori,Dicroglossidae,Dicroglossidae,Limnonectes taylori
Limnonectes poilani,Dicroglossidae,Dicroglossidae,Limnonectes poilani
Limnonectes plicatellus,Dicroglossidae,Dicroglossidae,Limnonectes plicatellus
Limnonectes namiyei,Dicroglossidae,Dicroglossidae,Limnonectes namiyei
Limnonectes modestus,Dicroglossidae,Dicroglossidae,Limnonectes modestus
Limnonectes microtympanum,Dicroglossidae,Dicroglossidae,Limnonectes microtympanum
Limnonectes macrodon,Dicroglossidae,Dicroglossidae,Limnonectes macrodon
Limnonectes macrocephalus,Dicroglossidae,Dicroglossidae,Limnonectes macrocephalus
Limnonectes limborgi,Dicroglossidae,Dicroglossidae,Limnonectes limborgi
Limnonectes larvaepartus,Dicroglossidae,Dicroglossidae,Limnonectes larvaepartus
Limnonectes kuhlii,Dicroglossidae,Dicroglossidae,Limnonectes kuhlii
Limnonectes kohchangae,Dicroglossidae,Dicroglossidae,Limnonectes kohchangae
Limnonectes khammonensis,Dicroglossidae,Dicroglossidae,Limnonectes khammonensis
Limnonectes kenepaiensis,Dicroglossidae,Dicroglossidae,Limnonectes kenepaiensis
Limnonectes jarujini,Dicroglossidae,Dicroglossidae,Limnonectes jarujini
Limnonectes heinrichi,Dicroglossidae,Dicroglossidae,Limnonectes heinrichi
Limnonectes hascheanus,Dicroglossidae,Dicroglossidae,Limnonectes hascheanus
Limnonectes gyldenstolpei,Dicroglossidae,Dicroglossidae,Limnonectes gyldenstolpei
Limnonectes blythii,Dicroglossidae,Dicroglossidae,Limnonectes blythii
Limnonectes arathooni,Dicroglossidae,Dicroglossidae,Limnonectes arathooni
Limnonectes acanthi,Dicroglossidae,Dicroglossidae,Limnonectes acanthi
Limnomedusa macroglossa,Cycloramphidae,Alsodidae,Limnomedusa macroglossa
Limnodynastes terraereginae,Limnodynastidae,Limnodynastidae,Limnodynastes terraereginae
Limnodynastes tasmaniensis,Limnodynastidae,Limnodynastidae,Limnodynastes tasmaniensis
Limnodynastes salmini,Limnodynastidae,Limnodynastidae,Limnodynastes salmini
Limnodynastes peronii,Limnodynastidae,Limnodynastidae,Limnodynastes peronii
Limnodynastes fletcheri,Limnodynastidae,Limnodynastidae,Limnodynastes fletcheri
Limnodynastes dumerilii,Limnodynastidae,Limnodynastidae,Limnodynastes dumerilii
Limnodynastes dorsalis,Limnodynastidae,Limnodynastidae,Limnodynastes dorsalis
Limnodynastes convexiusculus,Limnodynastidae,Limnodynastidae,Limnodynastes convexiusculus
Limnodynastes convexisculus,Limnodynastidae,Limnodynastidae,Limnodynastes convexiusculus
Leptophryne borbonica,Bufonidae,Bufonidae,Leptophryne borbonica
Leptopelis yaldeni,Arthroleptidae,Arthroleptidae,Leptopelis yaldeni
Leptopelis viridis,Arthroleptidae,Arthroleptidae,Leptopelis viridis
Leptopelis uluguruensis,Arthroleptidae,Arthroleptidae,Leptopelis uluguruensis
Leptopelis susanae,Arthroleptidae,Arthroleptidae,Leptopelis susanae
Leptopelis spiritusnoctis,Arthroleptidae,Arthroleptidae,Leptopelis spiritusnoctis
Leptopelis schioetzi,Arthroleptidae,Arthroleptidae,Cardioglossa schioetzi
Leptopelis rufus,Arthroleptidae,Arthroleptidae,Leptopelis rufus
Leptopelis ragazzii,Arthroleptidae,Arthroleptidae,Leptopelis ragazzii
Leptopelis poensis,Arthroleptidae,Arthroleptidae,Leptopelis boulengeri
Leptopelis parbocagii,Arthroleptidae,Arthroleptidae,Leptopelis parbocagii
Leptopelis palmatus,Arthroleptidae,Arthroleptidae,Leptopelis palmatus
Leptopelis omissus,Arthroleptidae,Arthroleptidae,Leptopelis aubryioides
Leptopelis ocellatus,Arthroleptidae,Arthroleptidae,Leptopelis ocellatus
Leptopelis occidentalis,Arthroleptidae,Arthroleptidae,Leptopelis occidentalis
Leptopelis notatus,Arthroleptidae,Arthroleptidae,Leptopelis notatus
Leptopelis nordequatorialis,Arthroleptidae,Arthroleptidae,Leptopelis nordequatorialis
Leptopelis natalensis,Arthroleptidae,Arthroleptidae,Leptopelis natalensis
Leptopelis millsoni,Arthroleptidae,Arthroleptidae,Leptopelis millsoni
Leptopelis macrotis,Arthroleptidae,Arthroleptidae,Leptopelis macrotis
Leptopelis karissimbensis,Arthroleptidae,Arthroleptidae,Leptopelis karissimbensis
Leptopelis johnstoni,Arthroleptidae,Arthroleptidae,Leptopelis flavomaculatus
Leptopelis gramineus,Arthroleptidae,Arthroleptidae,Leptopelis gramineus
Leptopelis flavomaculatus,Arthroleptidae,Arthroleptidae,Leptopelis flavomaculatus
Leptopelis cristyi,Arthroleptidae,Arthroleptidae,Leptopelis christyi
Leptopelis concolor,Arthroleptidae,Arthroleptidae,Leptopelis concolor
Leptopelis christyi,Arthroleptidae,Arthroleptidae,Leptopelis christyi
Leptopelis calcaratus,Arthroleptidae,Arthroleptidae,Leptopelis calcaratus
Leptopelis bufonides,Arthroleptidae,Arthroleptidae,Leptopelis bufonides
Leptopelis brevirostris,Arthroleptidae,Arthroleptidae,Leptopelis brevirostris
Leptopelis boulengeri,Arthroleptidae,Arthroleptidae,Leptopelis boulengeri
Leptopelis bocagii,Arthroleptidae,Arthroleptidae,Leptopelis bocagii
Leptopelis bequaerti,Arthroleptidae,Arthroleptidae,Leptopelis bequaerti
Leptopelis barbouri,Arthroleptidae,Arthroleptidae,Leptopelis flavomaculatus
Leptopelis aubryioides,Arthroleptidae,Arthroleptidae,Leptopelis aubryioides
Leptopelis aubryi,Arthroleptidae,Arthroleptidae,Leptopelis aubryi
Leptopelis argenteus,Arthroleptidae,Arthroleptidae,Leptopelis argenteus
Leptolalax puhoatensis,Megophryidae,Megophryidae,Leptobrachella puhoatensis
Leptolalax pelodytoides,Megophryidae,Megophryidae,Leptobrachella pelodytoides
Leptolalax lateralis,Megophryidae,Megophryidae,Leptobrachella lateralis
Leptolalax isos,Megophryidae,Megophryidae,Leptobrachella isos
Leptolalax heteropus,Megophryidae,Megophryidae,Leptobrachella heteropus
Leptolalax gracilis,Megophryidae,Megophryidae,Leptobrachella gracilis
Leptolalax firthi,Megophryidae,Megophryidae,Leptobrachella firthi
Leptolalax bourreti,Megophryidae,Megophryidae,Leptobrachella bourreti
Leptolalax applebyi,Megophryidae,Megophryidae,Leptobrachella applebyi
Leptodactylus wagneri,Leptodactylidae,Leptodactylidae,Leptodactylus wagneri
Leptodactylus ventrimaculatus,Leptodactylidae,Leptodactylidae,Leptodactylus ventrimaculatus
Leptodactylus validus,Leptodactylidae,Leptodactylidae,Leptodactylus validus
Leptodactylus tapiti,Leptodactylidae,Leptodactylidae,Leptodactylus tapiti
Leptodactylus syphax,Leptodactylidae,Leptodactylidae,Leptodactylus syphax
Leptodactylus stenodema,Leptodactylidae,Leptodactylidae,Leptodactylus stenodema
Leptodactylus spixi,Leptodactylidae,Leptodactylidae,Leptodactylus spixi
Leptodactylus silvanimbus,Leptodactylidae,Leptodactylidae,Leptodactylus silvanimbus
Leptodactylus savagei,Leptodactylidae,Leptodactylidae,Leptodactylus savagei
Leptodactylus rugosus,Leptodactylidae,Leptodactylidae,Leptodactylus rugosus
Leptodactylus rhodonotus,Leptodactylidae,Leptodactylidae,Leptodactylus rhodonotus
Leptodactylus rhodomystax,Leptodactylidae,Leptodactylidae,Leptodactylus rhodomystax
Leptodactylus poecilochilus,Leptodactylidae,Leptodactylidae,Leptodactylus poecilochilus
Leptodactylus podicipinus,Leptodactylidae,Leptodactylidae,Leptodactylus podicipinus
Leptodactylus petersii,Leptodactylidae,Leptodactylidae,Leptodactylus petersii
Leptodactylus pentadactylus,Leptodactylidae,Leptodactylidae,Leptodactylus pentadactylus
Leptodactylus ocellatus,Leptodactylidae,Leptodactylidae,Leptodactylus bolivianus
Leptodactylus notoaktites,Leptodactylidae,Leptodactylidae,Leptodactylus notoaktites
Leptodactylus mystacinus,Leptodactylidae,Leptodactylidae,Leptodactylus mystacinus
Leptodactylus mystaceus,Leptodactylidae,Leptodactylidae,Leptodactylus mystaceus
Leptodactylus myersi,Leptodactylidae,Leptodactylidae,Leptodactylus myersi
Leptodactylus melanonotus,Leptodactylidae,Leptodactylidae,Leptodactylus melanonotus
Leptodactylus marmoratus,Leptodactylidae,Leptodactylidae,Adenomera marmorata
Leptodactylus macrosternum,Leptodactylidae,Leptodactylidae,Leptodactylus macrosternum
Leptodactylus longirostris,Leptodactylidae,Leptodactylidae,Leptodactylus longirostris
Leptodactylus lineatus,Leptodactylidae,Leptodactylidae,Lithodytes lineatus
Leptodactylus leptodactyloides,Leptodactylidae,Leptodactylidae,Leptodactylus leptodactyloides
Leptodactylus latrans,Leptodactylidae,Leptodactylidae,Leptodactylus latrans
Leptodactylus latinasus,Leptodactylidae,Leptodactylidae,Leptodactylus latinasus
Leptodactylus laticeps,Leptodactylidae,Leptodactylidae,Leptodactylus laticeps
Leptodactylus labyrinthicus,Leptodactylidae,Leptodactylidae,Leptodactylus labyrinthicus
Leptodactylus labrosus,Leptodactylidae,Leptodactylidae,Leptodactylus labrosus
Leptodactylus knudseni,Leptodactylidae,Leptodactylidae,Leptodactylus knudseni
Leptodactylus hylaedactylus,Leptodactylidae,Leptodactylidae,Adenomera hylaedactyla
Leptodactylus heyeri,Leptodactylidae,Leptodactylidae,Adenomera heyeri
Leptodactylus guianensis,Leptodactylidae,Leptodactylidae,Leptodactylus guianensis
Leptodactylus griseigularis,Leptodactylidae,Leptodactylidae,Leptodactylus griseigularis
Leptodactylus gracilis,Leptodactylidae,Leptodactylidae,Leptodactylus gracilis
Leptodactylus fuscus,Leptodactylidae,Leptodactylidae,Leptodactylus fuscus
Leptodactylus fragilis,Leptodactylidae,Leptodactylidae,Leptodactylus fragilis
Leptodactylus flavopictus,Leptodactylidae,Leptodactylidae,Leptodactylus flavopictus
Leptodactylus fallax,Leptodactylidae,Leptodactylidae,Leptodactylus fallax
Leptodactylus elenae,Leptodactylidae,Leptodactylidae,Leptodactylus elenae
Leptodactylus discodactylus,Leptodactylidae,Leptodactylidae,Leptodactylus discodactylus
Leptodactylus didymus,Leptodactylidae,Leptodactylidae,Leptodactylus didymus
Leptodactylus colombiensis,Leptodactylidae,Leptodactylidae,Leptodactylus colombiensis
Leptodactylus chaquensis,Leptodactylidae,Leptodactylidae,Leptodactylus chaquensis
Leptodactylus bufonius,Leptodactylidae,Leptodactylidae,Leptodactylus bufonius
Leptodactylus bolivianus,Leptodactylidae,Leptodactylidae,Leptodactylus bolivianus
Leptodactylus andreae,Leptodactylidae,Leptodactylidae,Adenomera andreae
Leptodactylus albilabris,Leptodactylidae,Leptodactylidae,Leptodactylus albilabris
Leptodactylodon wildi,Arthroleptidae,Arthroleptidae,Leptodactylodon wildi
Leptodactylodon polyacanthus,Arthroleptidae,Arthroleptidae,Leptodactylodon polyacanthus
Leptodactylodon perreti,Arthroleptidae,Arthroleptidae,Leptodactylodon perreti
Leptodactylodon ovatus,Arthroleptidae,Arthroleptidae,Leptodactylodon ovatus
Leptodactylodon ornatus,Arthroleptidae,Arthroleptidae,Leptodactylodon ornatus
Leptodactylodon erythrogaster,Arthroleptidae,Arthroleptidae,Leptodactylodon erythrogaster
Leptodactylodon bueanus,Arthroleptidae,Arthroleptidae,Leptodactylodon bueanus
