binomial,family,family_correct,binomial_correct
Calamodontophis paucidens,Dipsadidae,Colubridae,Calamodontophis paucidens
Calamorhabdium acuticeps,Colubridae,Colubridae,Calamorhabdium acuticeps
Calamorhabdium kuekenthali,Colubridae,Colubridae,Calamorhabdium kuekenthali
Caraiba andreae,Dipsadidae,Colubridae,Caraiba andreae
Carphophis amoenus,Dipsadidae,Colubridae,Carphophis amoenus
Carphophis vermis,Dipsadidae,Colubridae,Carphophis vermis
Cemophora coccinea,Colubridae,Colubridae,Cemophora coccinea
Cercophis auratus,Dipsadidae,Colubridae,Cercophis auratus
Uromacerina ricardinii,Dipsadidae,Colubridae,Cercophis auratus
Chapinophis xanthocheilus,Colubridae,Colubridae,Chapinophis xanthocheilus
Chersodromus australis,Dipsadidae,Colubridae,Chersodromus australis
Chersodromus liebmanni,Dipsadidae,Colubridae,Chersodromus liebmanni
Chersodromus nigrum,Dipsadidae,Colubridae,Chersodromus nigrum
Chersodromus rubriventris,Dipsadidae,Colubridae,Chersodromus rubriventris
Chironius bicarinatus,Colubridae,Colubridae,Chironius bicarinatus
Chironius brazili,Colubridae,Colubridae,Chironius brazili
Chironius carinatus,Colubridae,Colubridae,Chironius carinatus
Chironius challenger,Colubridae,Colubridae,Chironius challenger
Chironius exoletus,Colubridae,Colubridae,Chironius exoletus
Chironius flavolineatus,Colubridae,Colubridae,Chironius flavolineatus
Chironius flavopictus,Colubridae,Colubridae,Chironius flavopictus
Chironius foveatus,Colubridae,Colubridae,Chironius foveatus
Chironius fuscus,Colubridae,Colubridae,Chironius fuscus
Chironius grandisquamis,Colubridae,Colubridae,Chironius grandisquamis
Chironius laevicollis,Colubridae,Colubridae,Chironius laevicollis
Chironius laurenti,Colubridae,Colubridae,Chironius laurenti
Chironius leucometapus,Colubridae,Colubridae,Chironius leucometapus
Chironius maculoventris,Colubridae,Colubridae,Chironius maculoventris
Chironius monticola,Colubridae,Colubridae,Chironius monticola
Chironius multiventris,Colubridae,Colubridae,Chironius multiventris
Chironius quadricarinatus,Colubridae,Colubridae,Chironius quadricarinatus
Phrynonax sexcarinatus,Colubridae,Colubridae,Chironius quadricarinatus
Chironius scurrulus,Colubridae,Colubridae,Chironius scurrulus
Chironius septentrionalis,Colubridae,Colubridae,Chironius septentrionalis
Chironius spixii,Colubridae,Colubridae,Chironius spixii
Chironius vincenti,Colubridae,Colubridae,Chironius vincenti
Philodryas laticeps,Dipsadidae,Colubridae,Chlorosoma laticeps
Philodryas viridissima,Dipsadidae,Colubridae,Chlorosoma viridissima
Chrysopelea ornata,Colubridae,Colubridae,Chrysopelea ornata
Chrysopelea paradisi,Colubridae,Colubridae,Chrysopelea paradisi
Chrysopelea pelias,Colubridae,Colubridae,Chrysopelea pelias
Chrysopelea rhodopleuron,Colubridae,Colubridae,Chrysopelea rhodopleuron
Chrysopelea taprobanica,Colubridae,Colubridae,Chrysopelea taprobanica
Clelia clelia,Dipsadidae,Colubridae,Clelia clelia
Clelia equatoriana,Dipsadidae,Colubridae,Clelia equatoriana
Clelia errabunda,Dipsadidae,Colubridae,Clelia errabunda
Clelia hussami,Dipsadidae,Colubridae,Clelia hussami
Clelia langeri,Dipsadidae,Colubridae,Clelia langeri
Clelia plumbea,Dipsadidae,Colubridae,Clelia plumbea
Clelia scytalina,Dipsadidae,Colubridae,Clelia scytalina
Clonophis kirtlandii,Natricidae,Colubridae,Clonophis kirtlandii
Coelognathus erythrurus,Colubridae,Colubridae,Coelognathus erythrurus
Coelognathus flavolineatus,Colubridae,Colubridae,Coelognathus flavolineatus
Coelognathus helena,Colubridae,Colubridae,Coelognathus helena
Coelognathus philippinus,Colubridae,Colubridae,Coelognathus philippinus
Coelognathus radiatus,Colubridae,Colubridae,Coelognathus radiatus
Coelognathus subradiatus,Colubridae,Colubridae,Coelognathus subradiatus
Collorhabdium williamsoni,Colubridae,Colubridae,Collorhabdium williamsoni
Coluber constrictor,Colubridae,Colubridae,Coluber constrictor
Coniophanes alvarezi,Dipsadidae,Colubridae,Coniophanes alvarezi
Coniophanes andresensis,Dipsadidae,Colubridae,Coniophanes andresensis
Coniophanes bipunctatus,Dipsadidae,Colubridae,Coniophanes bipunctatus
Coniophanes dromiciformis,Dipsadidae,Colubridae,Coniophanes dromiciformis
Coniophanes fissidens,Dipsadidae,Colubridae,Coniophanes fissidens
Coniophanes peruvianne,Dipsadidae,Colubridae,Coniophanes fissidens
Coniophanes imperialis,Dipsadidae,Colubridae,Coniophanes imperialis
Coniophanes joanae,Dipsadidae,Colubridae,Coniophanes joanae
Coniophanes lateritius,Dipsadidae,Colubridae,Coniophanes lateritius
Coniophanes sarae,Dipsadidae,Colubridae,Coniophanes lateritius
Coniophanes longinquus,Dipsadidae,Colubridae,Coniophanes longinquus
Coniophanes melanocephalus,Dipsadidae,Colubridae,Coniophanes melanocephalus
Coniophanes meridanus,Dipsadidae,Colubridae,Coniophanes meridanus
Coniophanes piceivittis,Dipsadidae,Colubridae,Coniophanes piceivittis
Coniophanes quinquevittatus,Dipsadidae,Colubridae,Coniophanes quinquevittatus
Coniophanes schmidti,Dipsadidae,Colubridae,Coniophanes schmidti
Coniophanes taylori,Dipsadidae,Colubridae,Coniophanes taylori
Conophis lineatus,Dipsadidae,Colubridae,Conophis lineatus
Conophis vittatus,Dipsadidae,Colubridae,Conophis vittatus
Conopsis acuta,Colubridae,Colubridae,Conopsis acuta
Conopsis amphisticha,Colubridae,Colubridae,Conopsis amphisticha
Conopsis biserialis,Colubridae,Colubridae,Conopsis biserialis
Conopsis lineata,Colubridae,Colubridae,Conopsis lineata
Conopsis megalodon,Colubridae,Colubridae,Conopsis megalodon
Conopsis nasus,Colubridae,Colubridae,Conopsis nasus
Contia longicaudae,Dipsadidae,Colubridae,Contia longicaudae
Contia tenuis,Dipsadidae,Colubridae,Contia tenuis
Coronelaps lepidus,Dipsadidae,Colubridae,Coronelaps lepidus
Coronella austriaca,Colubridae,Colubridae,Coronella austriaca
Coronella brachyura,Colubridae,Colubridae,Coronella brachyura
Coronella girondica,Colubridae,Colubridae,Coronella girondica
Crisantophis nevermanni,Dipsadidae,Colubridae,Crisantophis nevermanni
Crotaphopeltis barotseensis,Colubridae,Colubridae,Crotaphopeltis barotseensis
Crotaphopeltis braestrupi,Colubridae,Colubridae,Crotaphopeltis braestrupi
Crotaphopeltis degeni,Colubridae,Colubridae,Crotaphopeltis degeni
Crotaphopeltis hippocrepis,Colubridae,Colubridae,Crotaphopeltis hippocrepis
Crotaphopeltis hotamboeia,Colubridae,Colubridae,Crotaphopeltis hotamboeia
Crotaphopeltis tornieri,Colubridae,Colubridae,Crotaphopeltis tornieri
Cryophis hallbergi,Dipsadidae,Colubridae,Cryophis hallbergi
Cubophis brooksi,Dipsadidae,Colubridae,Cubophis brooksi
Cubophis cantherigerus,Dipsadidae,Colubridae,Cubophis cantherigerus
Cubophis caymanus,Dipsadidae,Colubridae,Cubophis caymanus
Cubophis fuscicauda,Dipsadidae,Colubridae,Cubophis fuscicauda
Cubophis ruttyi,Dipsadidae,Colubridae,Cubophis ruttyi
Cubophis vudii,Dipsadidae,Colubridae,Cubophis vudii
Dasypeltis arabica,Colubridae,Colubridae,Dasypeltis arabica
Dasypeltis atra,Colubridae,Colubridae,Dasypeltis atra
Dasypeltis confusa,Colubridae,Colubridae,Dasypeltis confusa
Dasypeltis fasciata,Colubridae,Colubridae,Dasypeltis fasciata
Dasypeltis gansi,Colubridae,Colubridae,Dasypeltis gansi
Dasypeltis inornata,Colubridae,Colubridae,Dasypeltis inornata
Dasypeltis latericia,Colubridae,Colubridae,Dasypeltis latericia
Dasypeltis medici,Colubridae,Colubridae,Dasypeltis medici
Dasypeltis palmarum,Colubridae,Colubridae,Dasypeltis palmarum
Dasypeltis parascabra,Colubridae,Colubridae,Dasypeltis parascabra
Dasypeltis sahelensis,Colubridae,Colubridae,Dasypeltis sahelensis
Dasypeltis scabra,Colubridae,Colubridae,Dasypeltis scabra
Dasypeltis taylori,Colubridae,Colubridae,Dasypeltis taylori
Dendrelaphis ashoki,Colubridae,Colubridae,Dendrelaphis ashoki
Dendrelaphis bifrenalis,Colubridae,Colubridae,Dendrelaphis bifrenalis
Dendrelaphis calligaster,Colubridae,Colubridae,Dendrelaphis calligaster
Dendrelaphis caudolineatus,Colubridae,Colubridae,Dendrelaphis caudolineatus
Dendrelaphis caudolineaolatus,Colubridae,Colubridae,Dendrelaphis caudolineolatus
Dendrelaphis caudolineolatus,Colubridae,Colubridae,Dendrelaphis caudolineolatus
Dendrelaphis chairecacos,Colubridae,Colubridae,Dendrelaphis chairecacos
Dendrelaphis cyanochloris,Colubridae,Colubridae,Dendrelaphis cyanochloris
Dendrelaphis sinharajensis,Colubridae,Colubridae,Dendrelaphis effrenis
Dendrelaphis flavescens,Colubridae,Colubridae,Dendrelaphis flavescens
Dendrelaphis formosus,Colubridae,Colubridae,Dendrelaphis formosus
Dendrelaphis fuliginosus,Colubridae,Colubridae,Dendrelaphis fuliginosus
Dendrelaphis gastrostictus,Colubridae,Colubridae,Dendrelaphis gastrostictus
Dendrelaphis girii,Colubridae,Colubridae,Dendrelaphis girii
Dendrelaphis grandoculis,Colubridae,Colubridae,Dendrelaphis grandoculis
Dendrelaphis grismeri,Colubridae,Colubridae,Dendrelaphis grismeri
Dendrelaphis haasi,Colubridae,Colubridae,Dendrelaphis haasi
Dendrelaphis hollinrakei,Colubridae,Colubridae,Dendrelaphis hollinrakei
Dendrelaphis inornatus,Colubridae,Colubridae,Dendrelaphis inornatus
Dendrelaphis keiensis,Colubridae,Colubridae,Dendrelaphis keiensis
Dendrelaphis kopsteini,Colubridae,Colubridae,Dendrelaphis kopsteini
Dendrelaphis levitoni,Colubridae,Colubridae,Dendrelaphis levitoni
Dendrelaphis lineolatus,Colubridae,Colubridae,Dendrelaphis lineolatus
Dendrelaphis lorentzii,Colubridae,Colubridae,Dendrelaphis lorentzii
Dendrelaphis luzonensis,Colubridae,Colubridae,Dendrelaphis luzonensis
Dendrelaphis macrops,Colubridae,Colubridae,Dendrelaphis macrops
Dendrelaphis marenae,Colubridae,Colubridae,Dendrelaphis marenae
Dendrelaphis modestus,Colubridae,Colubridae,Dendrelaphis modestus
Dendrelaphis ngansonensis,Colubridae,Colubridae,Dendrelaphis ngansonensis
Dendrelaphis oliveri,Colubridae,Colubridae,Dendrelaphis oliveri
Dendrelaphis papuensis,Colubridae,Colubridae,Dendrelaphis papuensis
Dendrelaphis philippinensis,Colubridae,Colubridae,Dendrelaphis philippinensis
Dendrelaphis pictus,Colubridae,Colubridae,Dendrelaphis pictus
Dendrelaphis punctulatus,Colubridae,Colubridae,Dendrelaphis punctulatus
Dendrelaphis schokari,Colubridae,Colubridae,Dendrelaphis schokari
Dendrelaphis striatus,Colubridae,Colubridae,Dendrelaphis striatus
Dendrelaphis striolatus,Colubridae,Colubridae,Dendrelaphis striolatus
Dendrelaphis subocularis,Colubridae,Colubridae,Dendrelaphis subocularis
Dendrelaphis terrificus,Colubridae,Colubridae,Dendrelaphis terrificus
Dendrelaphis tristis,Colubridae,Colubridae,Dendrelaphis tristis
Dendrelaphis underwoodi,Colubridae,Colubridae,Dendrelaphis underwoodi
Dendrelaphis vogeli,Colubridae,Colubridae,Dendrelaphis vogeli
Dendrelaphis walli,Colubridae,Colubridae,Dendrelaphis walli
Dendrophidion apharocybe,Colubridae,Colubridae,Dendrophidion apharocybe
Dendrophidion atlantica,Colubridae,Colubridae,Dendrophidion atlantica
Dendrophidion bivittatus,Colubridae,Colubridae,Dendrophidion bivittatus
Dendrophidion boshelli,Colubridae,Colubridae,Dendrophidion boshelli
Dendrophidion brunneum,Colubridae,Colubridae,Dendrophidion brunneum
Dendrophidion clarkii,Colubridae,Colubridae,Dendrophidion clarkii
Dendrophidion crybelum,Colubridae,Colubridae,Dendrophidion crybelum
Dendrophidion dendrophis,Colubridae,Colubridae,Dendrophidion dendrophis
Dendrophidion graciliverpa,Colubridae,Colubridae,Dendrophidion graciliverpa
Dendrophidion nuchale,Colubridae,Colubridae,Dendrophidion nuchale
Dendrophidion paucicarinatum,Colubridae,Colubridae,Dendrophidion paucicarinatum
Dendrophidion percarinatum,Colubridae,Colubridae,Dendrophidion percarinatum
Dendrophidion prolixum,Colubridae,Colubridae,Dendrophidion prolixum
Dendrophidion rufiterminorum,Colubridae,Colubridae,Dendrophidion rufiterminorum
Dendrophidion vinitor,Colubridae,Colubridae,Dendrophidion vinitor
Diadophis punctatus,Dipsadidae,Colubridae,Diadophis punctatus
Diaphorolepis laevis,Dipsadidae,Colubridae,Diaphorolepis laevis
Diaphorolepis wagneri,Dipsadidae,Colubridae,Diaphorolepis wagneri
Dipsadoboa aulica,Colubridae,Colubridae,Dipsadoboa aulica
Dipsadoboa brevirostris,Colubridae,Colubridae,Dipsadoboa brevirostris
Dipsadoboa duchesnii,Colubridae,Colubridae,Dipsadoboa duchesnii
Dipsadoboa flavida,Colubridae,Colubridae,Dipsadoboa flavida
Dipsadoboa montisilva,Colubridae,Colubridae,Dipsadoboa montisilva
Dipsadoboa shrevei,Colubridae,Colubridae,Dipsadoboa shrevei
Dipsadoboa underwoodi,Colubridae,Colubridae,Dipsadoboa underwoodi
Dipsadoboa unicolor,Colubridae,Colubridae,Dipsadoboa unicolor
Dipsadoboa viridis,Colubridae,Colubridae,Dipsadoboa viridis
Dipsadoboa weileri,Colubridae,Colubridae,Dipsadoboa weileri
Dipsadoboa werneri,Colubridae,Colubridae,Dipsadoboa werneri
Dipsas albifrons,Dipsadidae,Colubridae,Dipsas albifrons
Dipsas alternans,Dipsadidae,Colubridae,Dipsas alternans
Dipsas andiana,Dipsadidae,Colubridae,Dipsas andiana
Dipsas articulata,Dipsadidae,Colubridae,Dipsas articulata
Dipsas bicolor,Dipsadidae,Colubridae,Dipsas bicolor
Dipsas brevifacies,Dipsadidae,Colubridae,Dipsas brevifacies
Dipsas bucephala,Dipsadidae,Colubridae,Dipsas bucephala
Dipsas catesbyi,Dipsadidae,Colubridae,Dipsas catesbyi
Dipsas chaparensis,Dipsadidae,Colubridae,Dipsas chaparensis
Dipsas copei,Dipsadidae,Colubridae,Dipsas copei
Dipsas elegans,Dipsadidae,Colubridae,Dipsas elegans
Dipsas ellipsifera,Dipsadidae,Colubridae,Dipsas ellipsifera
Dipsas gaigeae,Dipsadidae,Colubridae,Dipsas gaigeae
Dipsas gracilis,Dipsadidae,Colubridae,Dipsas gracilis
Dipsas incerta,Dipsadidae,Colubridae,Dipsas incerta
Dipsas indica,Dipsadidae,Colubridae,Dipsas indica
Dipsas infrenalis,Dipsadidae,Colubridae,Dipsas indica
Dipsas petersi,Dipsadidae,Colubridae,Dipsas indica
Sibynomorphus petersi,Dipsadidae,Colubridae,Dipsas jamespetersi
Dipsas latifrontalis,Dipsadidae,Colubridae,Dipsas latifrontalis
Dipsas latrifrontalis,Dipsadidae,Colubridae,Dipsas latifrontalis 
Sibynomorphus lavillai,Dipsadidae,Colubridae,Dipsas lavillai
Sibynomorphus mikanii,Dipsadidae,Colubridae,Dipsas mikanii
Sibynomorphus neuwiedi,Dipsadidae,Colubridae,Dipsas neuwiedi
Dipsas nicholsi,Dipsadidae,Colubridae,Dipsas nicholsi
Sibynomorphus oligozonatus,Dipsadidae,Colubridae,Dipsas oligozonata
Sibynomorphus oneilli,Dipsadidae,Colubridae,Dipsas oneilli
Dipsas oreas,Dipsadidae,Colubridae,Dipsas oreas
Dipsas pakaraima,Dipsadidae,Colubridae,Dipsas pakaraima
Dipsas pavonina,Dipsadidae,Colubridae,Dipsas pavonina
Dipsas peruana,Dipsadidae,Colubridae,Dipsas peruana
Dipsas praeornata,Dipsadidae,Colubridae,Dipsas praeornata
Dipsas pratti,Dipsadidae,Colubridae,Dipsas pratti
Dipsas sanctijoannis,Dipsadidae,Colubridae,Dipsas sanctijoannis
Dipsas sazimai,Dipsadidae,Colubridae,Dipsas sazimai
Dipsas schunkii,Dipsadidae,Colubridae,Dipsas schunkii
Dipsas temporalis,Dipsadidae,Colubridae,Dipsas temporalis
Dipsas tenuissima,Dipsadidae,Colubridae,Dipsas tenuissima
Dipsas trinitatis,Dipsadidae,Colubridae,Dipsas trinitatis
Sibynomorphus turgidus,Dipsadidae,Colubridae,Dipsas turgida
Dipsas turgida,Dipsadidae,Colubridae,Dipsas turgida
Sibynomorphus vagrans,Dipsadidae,Colubridae,Dipsas vagrans
Sibynomorphus vagus,Dipsadidae,Colubridae,Dipsas vagus
Dipsas variegata,Dipsadidae,Colubridae,Dipsas variegata
Dipsas neivai,Dipsadidae,Colubridae,Dipsas variegata
Sibynomorphus ventrimaculatus,Dipsadidae,Colubridae,Dipsas ventrimaculata
Dipsas vermiculata,Dipsadidae,Colubridae,Dipsas vermiculata
Dipsas viguieri,Dipsadidae,Colubridae,Dipsas viguieri
Dispholidus typus,Colubridae,Colubridae,Dispholidus typus
Ditaxodon taeniatus,Dipsadidae,Colubridae,Ditaxodon taeniatus
Hierophis andreanus,Colubridae,Colubridae,Dolichophis andreanus
Dolichophis caspius,Colubridae,Colubridae,Dolichophis caspius
Dolichophis jugularis,Colubridae,Colubridae,Dolichophis jugularis
Dolichophis schmidti,Colubridae,Colubridae,Dolichophis schmidti
Drepanoides anomalus,Dipsadidae,Colubridae,Drepanoides anomalus
Drymarchon corais,Colubridae,Colubridae,Drymarchon corais
Drymarchon couperi,Colubridae,Colubridae,Drymarchon couperi
Drymarchon melanurus,Colubridae,Colubridae,Drymarchon melanurus
Drymobius chloroticus,Colubridae,Colubridae,Drymobius chloroticus
Drymobius margaritiferus,Colubridae,Colubridae,Drymobius margaritiferus
Drymobius melanotropis,Colubridae,Colubridae,Drymobius melanotropis
Drymobius rhombifer,Colubridae,Colubridae,Drymobius rhombifer
Drymoluber apurimacensis,Colubridae,Colubridae,Drymoluber apurimacensis
Drymoluber brazili,Colubridae,Colubridae,Drymoluber brazili
Drymoluber dichrous,Colubridae,Colubridae,Drymoluber dichrous
Dryophiops philippina,Colubridae,Colubridae,Dryophiops philippina
Dryophiops rubescens,Colubridae,Colubridae,Dryophiops rubescens
Echinanthera amoena,Dipsadidae,Colubridae,Echinanthera amoena
Echinanthera cephalomaculata,Dipsadidae,Colubridae,Echinanthera cephalomaculata
Echinanthera cephalostriata,Dipsadidae,Colubridae,Echinanthera cephalostriata
Echinanthera cyanopleura,Dipsadidae,Colubridae,Echinanthera cyanopleura
Echinanthera melanostigma,Dipsadidae,Colubridae,Echinanthera melanostigma
Echinanthera undulata,Dipsadidae,Colubridae,Echinanthera undulata
Eirenis africanus,Colubridae,Colubridae,Eirenis africanus
Eirenis barani,Colubridae,Colubridae,Eirenis barani
Eirenis collaris,Colubridae,Colubridae,Eirenis collaris
Eirenis coronella,Colubridae,Colubridae,Eirenis coronella
Eirenis coronelloides,Colubridae,Colubridae,Eirenis coronelloides
Eirenis decemlineatus,Colubridae,Colubridae,Eirenis decemlineatus
Eirenis eiselti,Colubridae,Colubridae,Eirenis eiselti
Eirenis hakkariensis,Colubridae,Colubridae,Eirenis hakkariensis
Eirenis kermanensis,Colubridae,Colubridae,Eirenis kermanensis
Eirenis levantinus,Colubridae,Colubridae,Eirenis levantinus
Eirenis lineomaculatus,Colubridae,Colubridae,Eirenis lineomaculatus
Eirenis medus,Colubridae,Colubridae,Eirenis medus
Eirenis modestus,Colubridae,Colubridae,Eirenis modestus
Eirenis occidentalis,Colubridae,Colubridae,Eirenis occidentalis
Eirenis persicus,Colubridae,Colubridae,Eirenis persicus
Eirenis condoni,Colubridae,Colubridae,Eirenis punctatolineatus
Eirenis punctatolineatus,Colubridae,Colubridae,Eirenis punctatolineatus
Eirenis rafsanjanicus,Colubridae,Colubridae,Eirenis rafsanjanicus
Eirenis rechingeri,Colubridae,Colubridae,Eirenis rechingeri
Eirenis rothii,Colubridae,Colubridae,Eirenis rothii
Eirenis thospitis,Colubridae,Colubridae,Eirenis thospitis
Elaphe anomala,Colubridae,Colubridae,Elaphe anomala
Elaphe bimaculata,Colubridae,Colubridae,Elaphe bimaculata
Orthriophis cantoris,Colubridae,Colubridae,Elaphe cantoris
Elaphe carinata,Colubridae,Colubridae,Elaphe carinata
Elaphe climacophora,Colubridae,Colubridae,Elaphe climacophora
Elaphe davidi,Colubridae,Colubridae,Elaphe davidi
Elaphe dione,Colubridae,Colubridae,Elaphe dione
Orthriophis hodgsoni,Colubridae,Colubridae,Elaphe hodgsoni
Orthriophis moellendorffi,Colubridae,Colubridae,Elaphe moellendorffi 
Elaphe quadrivirgata,Colubridae,Colubridae,Elaphe quadrivirgata
Elaphe quatuorlineata,Colubridae,Colubridae,Elaphe quatuorlineata
Elaphe sauromates,Colubridae,Colubridae,Elaphe sauromates
Elaphe schrenckii,Colubridae,Colubridae,Elaphe schrenckii
Orthriophis taeniurus,Colubridae,Colubridae,Elaphe taeniura 
Elaphe urartica,Colubridae,Colubridae,Elaphe urartica
Elapoidis fusca,Colubridae,Colubridae,Elapoidis fusca
Elapomorphus quinquelineatus,Dipsadidae,Colubridae,Elapomorphus quinquelineatus
Elapomorphus wuchereri,Dipsadidae,Colubridae,Elapomorphus wuchereri
Emmochliophis fugleri,Dipsadidae,Colubridae,Emmochliophis fugleri
Emmochliophis miops,Dipsadidae,Colubridae,Emmochliophis miops
Enuliophis sclateri,Dipsadidae,Colubridae,Enuliophis sclateri
Enulius bifoveatus,Dipsadidae,Colubridae,Enulius bifoveatus
Enulius flavitorques,Dipsadidae,Colubridae,Enulius flavitorques
